platform,video_title,video_url,author,content,comment_id,likes,time_parsed,video_transcript,scraped_at
YouTube,It's The Nykaa Hot Pink Sale | Starts 17th July | Shop With Season's Hottest Offers | Ft. Sharvari,https://www.youtube.com/watch?v=vW_zqItHU_E,@ravikumarsagar1,"Dont buy any product from @MyNykaa they are fraud and not return any product if the product is also not used they are not returned, so dont buy any product from nyka @cnnbrk @nykaafashion @BBCBreaking @FoxNews @ABPNews @XHNews I have raised the case under NCH #news",UgycItj5YdTdGwZnP354AaABAg,0,1786030553.356143,Transcript not available,2026-08-20T21:05:53.356264
YouTube,It's The Nykaa Hot Pink Sale | Starts 17th July | Shop With Season's Hottest Offers | Ft. Sharvari,https://www.youtube.com/watch?v=vW_zqItHU_E,@ravikumarsagar1,"Dont buy any product from @MyNykaa they are fraud and not return any product if the product is also not used they are not returned, so dont buy any product from nyka @cnnbrk @nykaafashion @BBCBreaking @FoxNews @ABPNews @XHNews I have raised the case under NCH #news",Ugx0fLlaxoZQ6SAeNTl4AaABAg,0,1786030553.357368,Transcript not available,2026-08-20T21:05:53.357459
YouTube,It's The Nykaa Hot Pink Sale | Starts 17th July | Shop With Season's Hottest Offers | Ft. Sharvari,https://www.youtube.com/watch?v=vW_zqItHU_E,@rbkaim,Bring More cerave products like cerave healing ointment and aquaphor ointment,UgzITJOhnNaCK5mZZnB4AaABAg,0,1786030553.358537,Transcript not available,2026-08-20T21:05:53.358625
YouTube,It's The Nykaa Hot Pink Sale | Starts 17th July | Shop With Season's Hottest Offers | Ft. Sharvari,https://www.youtube.com/watch?v=vW_zqItHU_E,@anum-g9g,"#NYKAA Shame on you
#FalguniNayar
Customers vagawan hote hai, customers k saath fraud karoge to jyada din dur nahi #Nykaa ki journey ka the end hone me, ek ek boond se hi Sagar bante hai..... yaad rakhna.
Baaki samjhdaro ko ishara hi kaafi hai....How do you people manage to pull off such scams? You are getting rich off customer's money. D you think our money falls from the sky or grows on trees? Our money isn't the proceeds of fraud, it is our hard earned income. I want a refund, no matter what it takes..
#NYKAA",Ugzog1YJWyRSFQ0WsKR4AaABAg,1,1785425753.359704,Transcript not available,2026-08-20T21:05:53.359791
YouTube,It's The Nykaa Hot Pink Sale | Starts 17th July | Shop With Season's Hottest Offers | Ft. Sharvari,https://www.youtube.com/watch?v=vW_zqItHU_E,@flarissabarretto1222,Even their Chat executive reply you like bots. Without understanding the actual problem they reply anything. I will file complaint in consumer court if they don't refund my money. Bloody scammers,UgzzX7FXvsxxwgHFlu94AaABAg,0,1784561753.361446,Transcript not available,2026-08-20T21:05:53.361546
YouTube,It's The Nykaa Hot Pink Sale | Starts 17th July | Shop With Season's Hottest Offers | Ft. Sharvari,https://www.youtube.com/watch?v=vW_zqItHU_E,@flarissabarretto1222,"You guys scammed me. Don't fall in their trap my order got placed twice with full payment. But after payment it's showed order failed, but my money was deducted and now nykaa not returning my money. 
#scammers",UgwR6WCQqpa29TosYIB4AaABAg,3,1784561753.363065,Transcript not available,2026-08-20T21:05:53.363162
YouTube,It's The Nykaa Hot Pink Sale | Starts 17th July | Shop With Season's Hottest Offers | Ft. Sharvari,https://www.youtube.com/watch?v=vW_zqItHU_E,@ITSMSDEDITS,❤,UgwK7-eTn1SS8ARLoF94AaABAg,0,1784561753.364678,Transcript not available,2026-08-20T21:05:53.364776
YouTube,It's The Nykaa Hot Pink Sale | Starts 17th July | Shop With Season's Hottest Offers | Ft. Sharvari,https://www.youtube.com/watch?v=vW_zqItHU_E,@Mamitasahoo-j4g,Hi,UgzXqDO2T73SxNa76xl4AaABAg,0,1784561753.366294,Transcript not available,2026-08-20T21:05:53.366392
YouTube,It's The Nykaa Hot Pink Sale | Starts 17th July | Shop With Season's Hottest Offers | Ft. Sharvari,https://www.youtube.com/watch?v=vW_zqItHU_E,@JSY62,Sharvari ❤,UgyBTDgA_Y4UaIerGUR4AaABAg,4,1784561753.367865,Transcript not available,2026-08-20T21:05:53.367963
YouTube,"Myntra & Nykaa Fashion Sale Haul | summer tshirts, shimmery pants, jumpsuits, event outfits",https://www.youtube.com/watch?v=P0y-9-BH0N0,@sharathkumarmr5733,Try bikani,UgxwxjEAF4QhvOWw9Mt4AaABAg,0,1784561756.434225,"and shimmery. Yeah. I just realized I messed up big time. Okay, a little backstory to this. Am I being delulu? Hello and welcome to a shopping haul after a very long time. I rarely buy clothes until unless I really need to and this time it's of two extremes. One is t-shirts to wear at home and the other is formal business casual to wear for an event. Let's try them out together. These are mostly from Myntra and Nykaa Fashion and I will link all of these clothes below. First is this t-shirt from Adidas that looked comfortable. I like the color and is more of a Well, something I can wear at home but also would not look shabby if I go outside. Let's try it out. Okay, first of all, it is really soft. I really like the color. Not a surprise because it's purple. But but but, it is a bit cropped. So, if I raise my hands like this, you can see my stomach a little bit and I'm not sure if it would be the most comfortable thing to wear. I don't like the sleeves. Like I don't like the length of these sleeves. Something feels a little uncomfortable about it. But, color very nice. Fabric really good. I just don't like this kind of boxy fit and so I think yeah, I'll be returning it but I have one other shirt from Adidas. Quality is really good. It's held up like through multiple washes. Quality I can assure you 100% will be great but this is I'm just not liking it as much. Next is this t-shirt from H&M. H&M had like a crazy sale. Generally, H&M is like okay, fine quality but because it was on discount I picked it up. So, let's see how it looks. Woo! Okay, so this is I mean, it's soft. It's nice. It's like a basic navy t-shirt. Um but I am not liking this as much because because I feel like it's a bit too tight and a bit too body hugging for my personal comfort for wearing at home. Like it doesn't feel as comfortable. So, I will be returning this one as well. This next top is also from H&M. Also was on a good discount. Let's try it on. Okay. Um this shirt I really like. I like the fit. I like how it feels on my body. It's quite soft and also now I know why every other color was sold out and this gray was the only one left. It's a very basic no-nonsense t-shirt. Fits well. Stands well on my body. I feel very very comfortable in it. I can definitely see myself wearing it. It was on discount so woo, keeping this. I think I'm done with all the t-shirts and I have some of the fancy clothes to try on now which I'm most excited about. Start first with this beautiful jumpsuit from H&M. This is what I'm thinking for one of my events. It's a mix of both pretty edgy and a bit formal. Don't know how it look on my body so let's check it out. Okay, I think I messed up because >> [sighs] [laughter] >> I think I ordered the small size. Though I'm pretty sure I ordered like a medium but it's a small that's come. Maybe my mistake. Most probably my mistake. But, I think I need your advice on whether you think I should still get a medium size or one in my correct size. Like do you think this jumpsuit is nice enough? I thought this color would be better suiting me but now I'm leaning towards more brighter jewel tones rather than more muted colors and I feel like this color is a bit dull for me. Like it's like a rust color which I'm like okay with. Let me start with the things that I do like. I like this little gold accent here which means I can get like a wear chunky gold earrings to complete the look. I'm not liking the color as much. Silhouette is great in the sense that I find it to and it is perfect length for me. I've never had something so perfectly length-wise. Usually it's too long and I love it. Um but I'm just like a I think I think I'll exchange it for a longer size. I'm just curious to see what it look like when it would actually fit me and I don't have to hold it up like this and like struggle. Next is a set of chamkila pants. I have a lot of basic black and white tops. Like a lot of body suits and I always feel like oh, I wish I had a shimmery pant to go with that to just do jush up the look and that's what I did. So, let's see if these shimmery pants are worth it. They're looking really nice in this video. Look at that. Shimmer shimmer. Shimmer shimmer. This would look so nice with like a body suit. Like a black body suit or a white body suit and the fact that it's turquoise really helps but I have two issues. One is that this waist is elastic and I'm afraid it's not going to give me that nice neat look and also it's jutting out at the back here. I don't know if you can see it. Doesn't give that clean finished look. Secondly, um it is Let me stand on the bed for this. If I'm wearing heels, it's fine but if I'm just standing, it's a bit too long for me even if I pull it up really high. So, I'm >> [snorts] >> I love I mean, I love how glittery it is and shimmery. Yeah, but I am not 100% convinced about this and it is a fair bit expensive even after discount so I think I'm going to return this. Let's try the next chamkila pant. Okay, [snorts] this one I am liking so much more. Um let me climb on the bed again to show you the length. It's not too long. Length is great. I like that it is tailored in the sense that it has a zip and it's an enclosure rather than being an elastic. I like that it has pockets. Always a positive in my book. I don't know why this one feels a little bit cheap or maybe it's the glitter sequence. I don't know what it is about it that's making it feel a bit cheap. And I also I don't know. I feel like if it was better fitted, like again, this one also is having the gap at the back and maybe that's why it's causing the weird around the crotch area. Um I am not like too happy with this one either. Am I like overthinking it? Please let me know but something about this is giving a bit tacky to me personally. I like the chamkila-ness of the previous one better. I thought it was like so much more fun. I would have definitely wear that if it was better fitted and not as long. But yeah, I think I'm going to have to return this one too. I unfortunately don't like it as much. Next up is a crazy outfit, I think. I somehow thought it would go with these pants. Oh! I like this blazer. It's so warm in this blazer but I do I feel like a boss woman. A boss lady. It fits me It fits me really well. It has shoulder pads also. Wow! I love the silhouette. I love the tailoring. It looks very very flattering on a female body. But my only this thing is so warm. It's so thick. Like it's like a proper blazer, you know? It's not like those flimsy dressy blazers. It's like a legit blazer and it's too hot for that. Summer has begun. There is something in me telling me that I'm going to wear this one day in the future when I have my own business or something and I've been like a miss CEO and I just I really like this. I really really like this. Am I being delulu? I love this. If it makes me this happy, I'm going to keep it. My god, I just realized I messed up big time. 13,000 for just the blazer. I thought I was getting the whole outfit for 13,000 and I was like oh, okay. It's an investment cuz I'll wear it for future events and it's an important event so I need a good outfit. Oh, no. 13,000 for a blazer. Okay, this is though like the most I spent on any outfit, I think and so it's like that's why I'm freaking out a bit. Oh, it was on discount. Like it was for 8,000. BRB. >> [music] >> Few more packages that have come in. So, let's start with Okay, let's start with something I'm excited about. This mesh top which I think will go well with a lot of black dresses that I have. Let's go. Okay, a little backstory to this. I was looking for something like this for quite some time. Mainly because I want to wear a lace top like this underneath a lot of black dresses that I have that are a bit more cleavage-y or deep that I don't feel too comfortable. Like when you go in public, like everyone is like either staring or whatever. Like everyone has their own reasons for feeling uncomfortable. So, for me I wanted something that could make those dresses work and I really liked these kind of floral lace tops. Now, I thought this would be pretty easy to find but I searched a lot. I searched on Amazon, all of these websites and the only kind of lace that you get is was this very busy lace patterns, floral lace patterns that I feel like is maybe five or six years old in terms of fashion. This delicate kind of floral I found it only on Cider, on Nykaa Fashion and it was quite expensive. Again, I waited for the sale. It was on my wish list for the longest time. I really really really like this. I love the material. I love the quality and it is so delicate and so pretty and I can't wait to wear it with uh more outfits and see how better I can style it, but otherwise like quality wise really really good. I've heard that Cider is pretty good though it's expensive, but quality is good and yeah, as per this top, I can attest that I'm really happy with this. Next top is this t-shirt. I'm still on the hunt for some more t-shirts that I can wear at home but also wear outside. So let's see how this pink t-shirt looks. Okay, I immediately love this top. I love the color. I love how minimal this print is. It is very soft. I love the fit like it fits perfectly here. The sleeves are just so just right for me and I think this may be a very content creator problem, but I like that the logo here is just very minimal and then all the artwork is at the back which is this fun like strawberry sorbet kind of design which I think is perfect for summers. Um content creator problem because a lot of times I make videos and brands are like this shirt should be solid or should I have no design or no pattern and then they're like oh I need to find a shirt with no design or pattern. So solved the problem. Oh my goodness, I love this color. I'm so happy with this. This baby pink color, the way it fits, um the way it falls on the body, how soft it is, everything 10 on 10. Next outfit is this funky shirt from The Souled Store. I have seen so much of The Souled Store but I've never picked up a single item from them yet. So this is going to be my first Souled Store item and I like the design. I'm very excited to try it. Okay, so this top I have a bit conflicted. Okay, so first off let me start with what I like. I love the stitching here which has pomodoro. I absolutely love the little detailing of this tomato and it's got like bead work. I don't know if you can see that very very pretty. The color is also nice. The fabric is like a um thicker kind of material. It's not a very thin cottony material. But I think what is conflicting me is kind of the fit of it. I don't know how to explain it, but this feels like a house shirt in terms of the silhouette. I'll have to return this cuz I I know myself and I know I won't be wearing this as much. Next t-shirt is this orange one from Tokyo Talkies. Love the color. Curious to see what the fit is like. Let's go. Um okay, this is like sticking to my body. Like it's that last plank on Titanic and like just holding on for life. Like that's what I feel like it's doing to my body. Flattering feminine kind of t-shirt. Uh I'm just concerned that it's a bit [clears throat] see-through and a bit tight. And also I'm scared that it will um shrink when I wash it. I've never used any from Tokyo Talkies so I don't know what the quality is like. Love the color though. Um love this kind of orange, but man, I don't know. Something about the fit is just not vibing with me and I don't like it as much. And my new philosophy with clothes is if I'm not like wow when I wear it or I don't feel great, I'm not going to keep it because there's no point of just like holding stuff. Uh I'm going to keep it only if I really like it. This does not make the cut so it's going back. Final piece in this delivery is one I'm really excited for. It's this purple halter neck dress that oh I just love it and I just hope it lives up to what my expectations are. Okay. Um First of all, this dress took me forever to put on because I could not figure out how to put it. It has like a knotted thing here. Okay, and that gets like tied up at the back. You see here? With these buttons I could only manage to put the first and the last. And my advice to you if you're getting this is unbutton it first and then put it on and then twist it somehow and put it. Um look, I love the color. I love the silhouette. I just love like halter neck stuff is something I am really enjoying these days and I was really looking for a halter neck top. Uh however, this is like a bit too tight. It's like choking me. Um and let me see I don't know if I have buttoned it wrong or what and if I can adjust it, but otherwise otherwise let's get to the good parts. Comes with these pants and it's like a long tunic. It has pockets. And just overall I am kind of torn between it is it looking like a towel that I have wrapped or is it giving a little bit of flare and a little drama which I usually like from my clothes. Let me add some earrings and show you. Kind of liking it but also not fully sure. Confusion, confusion. It has everything that I like in a outfit. I love that it has a dramatic neckline. It has a breezy silhouette. It has a bit dramatic silhouette also and it's solid. And for some reason these three things uh in totality are quite hard to find in outfits. Like trust me, I spent a lot of time scrolling on Myntra looking for something similar to this. So I'm going to I think I'm going to keep this. I'm going to find a way to make it work and look better, but yeah, in any case you know of other brands that do kind of outfits like this, please let me know. I'm going mad trying to find interesting off-beat outfits. Um but yeah, let me do a final twirl. I'm really feeling myself. I'm going to keep this. Uh I have one last thing to show you. These pants from Kazo, flared pants. I got it supposed to be purple, but anyway I love this color. If you're someone like me who has your heavier on your waist and you have thicker thighs, this kind of flare is extremely extremely flattering for the body type. It makes you look like more curvy. The material it's so thin and soft and comfortable on the skin. I really really like that part of it. Um it has two pockets which I love, but these are mesh pockets. I'm not a fan of the mesh pocket cuz I have an orange phone and it just sticks out when I put in my mesh pocket. But otherwise, you know, whatever, it's fine. Yeah, and it has like a cute little pocket here also. Um but my only only only issue with it is that it is just way too long. Like this excess part always drags on the floor behind me and it's a kind of material where I don't think I can shorten it also because it's kind of a very like a workout material, but uh not a sweaty workout material in the sense that I feel comfortable enough to wear it at home. Uh but I don't want to put stitches in it. I don't know. Does that make sense? Um but yeah. And I'm 5'2, okay. I am the I think average height of Indian women and so I know that they have a tall version also on the website which I'm wondering like how tall are the women there, but this is just it just this this being so long irritates me and yeah, I wish it's just shorter. Even if I pull it up high as high as I can, it's just it's just too long. Like do you see it goes below my chappal and drags all the dirt and dust everywhere I go. So it's hard to wear it on walks. So that was my mini Myntra haul. I hope you enjoyed the video. Um what were your favorite pieces? Let me know in the comments. Was there anything that I returned that you think I should have kept or anything that I kept that you think I should have returned? Like seriously don't tell. It'll be full regret then. Uh but anyway, no, honestly like genuinely love the comment section. Um excited to see you there. All the outfits are linked within the video itself if you want to check it out and I will see you in my next video. Bye. >> [music]",2026-08-20T21:05:56.434357
